AQSID,DataSource,GMTOffset,LocalTimeString,OZONE,OZONE_AQI,OZONE_AQI_LABEL,OZONE_AQI_SORT,OZONE_Measured,OZONE_Unit,SiteName,Status,ValidTime,ObjectId,MonitorType,x,y
181270024,Indiana Dept. of Environmental Management,-6,2024-10-24 15:00:00 GMT-6,40,33,33,33,1,PPB,Ogden Dunes,Active,1729803600000,628372273,Permanent,-9707007.610971255,5103900.650331236
CC0090801,Alberta Environmental Monitoring and Reporting Agency (AEMERA),-7,2024-10-24 14:00:00 GMT-7,,28,28,28,1,,Fort McKay,Active,1729803600000,628372276,Permanent,-12427774.743855538,7798826.603284246
490353010,Utah Department of Environmental Quality,-7,2024-10-24 14:00:00 GMT-7,45,41,41,41,1,PPB,Rose Park,Active,1729803600000,628372284,Permanent,-12460090.792032823,4982224.593979505
CC0040104,Canada-New Brunswick1,-4,2024-10-24 17:00:00 GMT-4,25,24,24,24,1,PPB,FREDERICTON-NEEDHAM ST.,Active,1729803600000,628372286,Permanent,-7418950.025471543,5773516.199309804
360870005,New York Dept. of Environmental Conservation,-5,2024-10-24 16:00:00 GMT-5,30,29,29,29,1,PPB,Rockland Cty,Active,1729803600000,628372292,Permanent,-8240780.5264671985,5039235.484123544
80011G006,Secretaría de Medio Ambiente y Ordenamiento Territorial,-6,2024-10-24 15:00:00 GMT-6,36,32,32,32,1,PPB,Estación Secundaria,Active,1729803600000,628372295,Permanent,-11283885.712726371,2355238.1404729006
390410002,Ohio EPA-DAPC,-5,2024-10-24 16:00:00 GMT-5,34,29,29,29,1,PPB,Delaware,Active,1729803600000,628372296,Permanent,-9246638.954987243,4917912.274603671
471550102,National Park Service,-5,2024-10-24 16:00:00 GMT-5,62,67,67,67,1,PPB,Clingmans Dome - GSMNP,Active,1729803600000,628372297,Permanent,-9294965.974205835,4240629.025881179
170230001,Indiana Dept. of Environmental Management,-6,2024-10-24 15:00:00 GMT-6,41,37,37,37,1,PPB,West Union,Active,1729803600000,628372299,Permanent,-9759190.180753473,4751920.191698437
261530001,"Michigan Department of Environment, Great Lakes, and Energy",-5,2024-10-24 16:00:00 GMT-5,38,31,31,31,1,PPB,SENEY,Active,1729803600000,628372300,Permanent,-9567943.629529102,5826767.133906708
010732003,Jefferson County Department of Health,-6,2024-10-24 15:00:00 GMT-6,69,77,77,77,1,PPB,WYLAM,Active,1729803600000,628372301,Permanent,-9676357.68161267,3961820.169050047
124CC0090134,Alberta Environmental Monitoring and Reporting Agency (AEMERA),-7,2024-10-24 14:00:00 GMT-7,34,28,28,28,1,PPB,AJ Ottewell Community Centre,Active,1729803600000,628372305,Permanent,-12614833.78979474,7082033.107963243
450910008,South Carolina DES,-5,2024-10-24 16:00:00 GMT-5,59,47,47,47,1,PPB,York Landfill,Active,1729803600000,628372316,Permanent,-9039921.888849366,4160755.9750444414
000060104,Ontario Ministry of the Environment,-5,2024-10-24 16:00:00 GMT-5,21,20,20,20,1,PPB,Ottawa Downtown,Active,1729803600000,628372318,Permanent,-8424212.672076862,5690159.472931127
350130021,New Mexico Air Quality Bureau,-7,2024-10-24 14:00:00 GMT-7,32,26,26,26,1,PPB,Desert View,Active,1729803600000,628372319,Permanent,-11864865.47476119,3736575.242511043
420030067,Allegheny County,-5,2024-10-24 16:00:00 GMT-5,37,32,32,32,1,PPB,South Fayette,Active,1729803600000,628372320,Permanent,-8926220.160953116,4921595.282695444
482010046,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,68,67,67,67,1,PPB,Houston North Wayside C405,Active,1729803600000,628372321,Permanent,-10606988.624644438,3481472.7833901593
483091037,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,46,42,42,42,1,PPB,Waco C1037,Active,1729803600000,628372323,Permanent,-10805849.762997542,3717860.2562049376
011250011,Alabama Department of Environmental Management,-6,2024-10-24 15:00:00 GMT-6,68,74,74,74,1,PPB,Duncanville Middle School,Active,1729803600000,628372324,Permanent,-9738396.813068196,3907970.7842383827
080770020,Colorado Department of Public Health and Environment,-7,2024-10-24 14:00:00 GMT-7,47,39,39,39,1,PPB,Palisade Ozone,Active,1729803600000,628372325,Permanent,-12057448.193833554,4740396.204695842
000101401,Metro Vancouver,-8,2024-10-24 13:00:00 GMT-8,28,22,22,22,1,PPB,Hope,Active,1729803600000,628372326,Permanent,-13525255.792467894,6337829.581174595
000061009,Ontario Ministry of the Environment,-5,2024-10-24 16:00:00 GMT-5,34,28,28,28,1,PPB,Sarnia,Active,1729803600000,628372327,Permanent,-9172207.403858136,5310489.893675437
000053601,Canada-Quebec1,-5,2024-10-24 16:00:00 GMT-5,23,22,22,22,1,PPB,Notre-Dame-du-Rosaire,Active,1729803600000,628372331,Permanent,-7842769.820960344,5917754.747334201
050350005,Arkansas Department of Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,62,51,51,51,1,PPB,MARION,Active,1729803600000,628372332,Permanent,-10040258.647987084,4190706.2394885058
121012001,Florida Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,45,39,39,39,1,PPB,Holiday,Active,1729803600000,628372333,Permanent,-9212556.155171577,3273619.039466664
211390003,Kentucky DEP,-6,2024-10-24 15:00:00 GMT-6,48,38,38,38,1,PPB,SMITHLD,Active,1729803600000,628372334,Permanent,-9839874.88163891,4460817.670028095
800090023,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,-6,2024-10-24 15:00:00 GMT-6,,,ND,-999,1,,Camarones,Active,1729803600000,628372345,Permanent,-11039520.506121702,2210160.8039063467
482010029,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,76,105,105,105,1,PPB,Northwest Harris Co. C26/C110/C154,Active,1729803600000,628372349,Permanent,-10650369.830206577,3508615.352158124
840081230015,Colorado Department of Public Health and Environment,-7,2024-10-24 14:00:00 GMT-7,,,ND,-999,1,,La Salle Tower,Active,1729803600000,628372361,Permanent,-11655874.37406539,4904004.014484812
124000056001,Canada-Quebec1,-5,2024-10-24 16:00:00 GMT-5,18,19,19,19,1,PPB,Radisson,Active,1729803600000,628372367,Permanent,-8654090.760149697,7112073.078437326
370319991,EPA Office of Atmospheric Protection,-5,2024-10-24 16:00:00 GMT-5,50,44,44,44,1,PPB,Beaufort,Active,1729803600000,628372369,Permanent,-8529332.78042786,4148236.923465017
060530002,Monterey Bay Unified APCD,-8,2024-10-24 13:00:00 GMT-8,49,40,40,40,1,PPB,Carmel Valley AMS,Active,1729803600000,628372375,Permanent,-13551292.308169533,4367130.13068094
000054703,Canada-Quebec1,-5,2024-10-24 16:00:00 GMT-5,30,27,27,27,1,PPB,Bécancour,Active,1729803600000,628372377,Permanent,-8063238.072476423,5836615.465848791
000080211,Saskatchewan Environment,-6,2024-10-24 15:00:00 GMT-6,34,29,29,29,1,PPB,Saskatoon,Active,1729803600000,628372378,Permanent,-11873648.137306817,6824763.427339426
060711001,National Park Service,-8,2024-10-24 13:00:00 GMT-8,,,ND,-999,1,,Mojave NPr,Active,1729803600000,628372380,Permanent,-12888203.623684067,4177737.3118004655
060010013,San Francisco Bay Area AQMD,-8,2024-10-24 13:00:00 GMT-8,,19,19,19,1,,Berkeley Aquatic Park,Active,1729803600000,628372381,Permanent,-13614678.850741621,4560339.500307855
630720970007,Puerto Rico Environmental Quality Board,-4,2024-10-24 17:00:00 GMT-4,,,ND,-999,1,,Mayaguez 59,Active,1729803600000,628372385,Permanent,-7474454.480178523,2062631.708596904
040139702,Maricopa County Air Quality Department,-7,2024-10-24 14:00:00 GMT-7,57,46,46,46,1,PPB,Blue Point Sheriff Sub-station,Active,1729803600000,628372386,Permanent,-12424290.443793708,3967935.8321618806
480290052,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,43,36,36,36,1,PPB,Camp Bullis C58,Active,1729803600000,628372387,Permanent,-10972205.832677992,3456359.653234977
040191032,Pima County Department of Environmental Quality,-7,2024-10-24 14:00:00 GMT-7,54,44,44,44,1,PPB,Rose Elementary,Active,1729803600000,628372389,Permanent,-12354203.692390263,3786054.2014328614
181699991,EPA Office of Atmospheric Protection,-5,2024-10-24 16:00:00 GMT-5,39,32,32,32,1,PPB,Salamonie Reservoir,Active,1729803600000,628372391,Permanent,-9535750.032791687,4985239.471403739
TPCD0052T,Thailand Pollution Control Department,7,2024-10-25 04:00:00 GMT+7,,,ND,-999,1,,Thonburi Power Sub-Station,Active,1729803600000,628372394,Permanent,11186113.581323659,1542985.720010338
481410044,Texas Commission on Environmental Quality,-7,2024-10-24 14:00:00 GMT-7,37,27,27,27,1,PPB,Chamizal C41,Active,1729803600000,628372400,Permanent,-11850516.392397936,3732581.160315666
484393009,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,44,36,36,36,1,PPB,Grapevine Fairway C70,Active,1729803600000,628372401,Permanent,-10805082.215108521,3893214.9279638254
000100119,Metro Vancouver,-8,2024-10-24 13:00:00 GMT-8,25,22,22,22,1,PPB,Burnaby South,Active,1729803600000,628372402,Permanent,-13690689.914125595,6311469.16459388
BJ1010001,U.S. Department of State China - Beijing,8,2024-10-25 05:00:00 GMT+8,1,7,7,7,1,PPB,Beijing,Active,1729803600000,628372408,Permanent,12964964.535158023,4859165.832966354
010890022,Huntsville Natural Resources and Environmental Management,-6,2024-10-24 15:00:00 GMT-6,,40,40,40,1,,Huntsville Capshaw,Active,1729803600000,628372409,Permanent,-9657644.875210322,4133034.7241805163
TPCD0014T,Thailand Pollution Control Department,7,2024-10-25 04:00:00 GMT+7,,,ND,-999,1,,Highway District,Active,1729803600000,628372419,Permanent,11167083.959650513,1540449.441359355
120310077,City of Jacksonville - Environmental Quality Division,-5,2024-10-24 16:00:00 GMT-5,52,44,44,44,1,PPB,Sheffield Elementary School,Active,1729803600000,628372420,Permanent,-9082212.16340173,3564857.2888810444
240150003,Maryland Department of the Environment,-5,2024-10-24 16:00:00 GMT-5,41,37,37,37,1,PPB,Fair Hill,Active,1729803600000,628372421,Permanent,-8444696.682897223,4822601.395975729
540610003,West Virginia Division of Air Quality - Wheeling,-5,2024-10-24 16:00:00 GMT-5,33,29,29,29,1,PPB,MORGANTOWN,Active,1729803600000,628372422,Permanent,-8896775.821679825,4815051.646175506
320312002,Northern Nevada Public Health Air Quality Management Division,-8,2024-10-24 13:00:00 GMT-8,48,42,42,42,1,PPB,Incline,Active,1729803600000,628372423,Permanent,-13353523.325340603,4757608.275551114
040170119,National Park Service,-7,2024-10-24 14:00:00 GMT-7,,,ND,-999,1,,Petrified Forest NP,Active,1729803600000,628372424,Permanent,-12233110.23898585,4139785.418012358
800140008,Sistema de Monitoreo Atmosferico de Jalisco,-6,2024-10-24 15:00:00 GMT-6,,,ND,-999,1,,Santa Fe,Active,1729803600000,628372438,Permanent,-11507868.765844757,2335791.470739535
060290014,California Air Resources Board,-8,2024-10-24 13:00:00 GMT-8,55,45,45,45,1,PPB,Bakersfield - California Ave,Active,1729803600000,628372439,Permanent,-13253989.451676594,4212449.924475166
060371201,South Coast AQMD,-8,2024-10-24 13:00:00 GMT-8,80,87,87,87,1,PPB,Reseda,Active,1729803600000,628372440,Permanent,-13195044.334148176,4055581.1848897254
060831021,Santa Barbara County Air Pollution Control District,-8,2024-10-24 13:00:00 GMT-8,26,22,22,22,1,PPB,Carpinteria,Active,1729803600000,628372441,Permanent,-13297947.737479005,4083017.5859337645
320030073,Clark County Department of Environment and Sustainability ,-8,2024-10-24 13:00:00 GMT-8,52,46,46,46,1,PPB,Palo Verde,Active,1729803600000,628372442,Permanent,-12838780.552759124,4324509.319527755
482010047,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,63,67,67,67,1,PPB,Lang C408,Active,1729803600000,628372444,Permanent,-10629809.120257057,3482255.553075845
124CC0090607,Alberta Environmental Monitoring and Reporting Agency (AEMERA),-7,2024-10-24 14:00:00 GMT-7,34,29,29,29,1,PPB,Gibbons,Active,1729803600000,628372448,Permanent,-12615523.302720712,7137505.463060017
040191034,Pima County Department of Environmental Quality,-7,2024-10-24 14:00:00 GMT-7,49,41,41,41,1,PPB,Coachline,Active,1729803600000,628372463,Permanent,-12370623.31728227,3813374.635744818
350250008,New Mexico Air Quality Bureau,-7,2024-10-24 14:00:00 GMT-7,49,42,42,42,1,PPB,Hobbs Jefferson,Active,1729803600000,628372465,Permanent,-11479633.24492199,3859083.8920952347
291890014,Missouri Department of Natural Resources,-6,2024-10-24 15:00:00 GMT-6,38,30,30,30,1,PPB,Maryland Heights,Active,1729803600000,628372466,Permanent,-10071731.117063139,4680344.675729915
210910012,Kentucky DEP,-6,2024-10-24 15:00:00 GMT-6,46,34,34,34,1,PPB,LEWISPOR,Active,1729803600000,628372470,Permanent,-9673318.659514016,4570798.024102343
482450102,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,51,44,44,44,1,PPB,SETRPC 43 Jefferson Co Airport C643,Active,1729803600000,628372471,Permanent,-10464098.926262192,3496160.8937991923
132130003,Georgia Department of Natural Resources,-5,2024-10-24 16:00:00 GMT-5,47,42,42,42,1,PPB,Fort Mountain,Active,1729803600000,628372472,Permanent,-9420623.415413285,4134701.752078222
000100111,Metro Vancouver,-8,2024-10-24 13:00:00 GMT-8,,,ND,-999,1,,Rocky Point Park,Active,1729803600000,628372473,Permanent,-13675507.048776299,6322647.406817616
040137021,Salt River Pima-Maricopa Indian Community,-7,2024-10-24 14:00:00 GMT-7,62,51,51,51,1,PPB,Red Mountain,Active,1729803600000,628372474,Permanent,-12440465.277125461,3962914.8751554424
484800090073,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,-6,2024-10-24 15:00:00 GMT-6,,,ND,-999,1,,Santiago Acahualtepec,Active,1729803600000,628372478,Permanent,-11038117.880537705,2196209.995002578
391130037,Ohio EPA-DAPC,-5,2024-10-24 16:00:00 GMT-5,36,28,28,28,1,PPB,Eastwood,Active,1729803600000,628372480,Permanent,-9365795.226612873,4834839.340515435
060670011,Sacramento Metro. AQMD,-8,2024-10-24 13:00:00 GMT-8,,,ND,-999,1,,Elk Grove,Active,1729803600000,628372486,Permanent,-13516505.857852563,4622260.403552539
120330004,Florida Dept. of Environmental Protection,-6,2024-10-24 15:00:00 GMT-6,56,48,48,48,1,PPB,Ellyson Industrial Park,Active,1729803600000,628372487,Permanent,-9707549.291613454,3571213.7842348977
482011039,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,54,44,44,44,1,PPB,Houston Deer Park C35,Active,1729803600000,628372488,Permanent,-10589657.070483852,3461204.7608128223
482030002,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,58,51,51,51,1,PPB,Karnack C85,Active,1729803600000,628372490,Permanent,-10482744.940970065,3851662.799507512
271095008,Minnesota Pollution Control Agency,-6,2024-10-24 15:00:00 GMT-6,39,32,32,32,1,PPB,Rochester,Active,1729803600000,628372491,Permanent,-10291453.527990904,5464622.032746201
040137022,Salt River Pima-Maricopa Indian Community,-7,2024-10-24 14:00:00 GMT-7,65,51,51,51,1,PPB,LEHI,Active,1729803600000,628372497,Permanent,-12446086.68877154,3958456.4656358664
120310106,City of Jacksonville - Environmental Quality Division,-5,2024-10-24 16:00:00 GMT-5,52,44,44,44,1,PPB,Cisco Drive,Active,1729803600000,628372499,Permanent,-9110475.068919236,3552252.8937243638
80011G004,Secretaría de Medio Ambiente y Ordenamiento Territorial,-6,2024-10-24 15:00:00 GMT-6,26,22,22,22,1,PPB,Estación Bomberos,Active,1729803600000,628372500,Permanent,-11282892.742868498,2353161.783127148
060595001,South Coast AQMD,-8,2024-10-24 13:00:00 GMT-8,62,58,58,58,1,PPB,La Habra,Active,1729803600000,628372503,Permanent,-13130421.811269807,4018744.1166569837
370119991,EPA Office of Atmospheric Protection,-5,2024-10-24 16:00:00 GMT-5,,,ND,-999,1,,Cranberry,Active,1729803600000,628372506,Permanent,-9133252.149930447,4315189.07138773
470419991,EPA Office of Atmospheric Protection,-6,2024-10-24 15:00:00 GMT-6,50,46,46,46,1,PPB,Edgar Evins,Active,1729803600000,628372507,Permanent,-9543765.0361288,4305961.5064127315
GZ1010001,U.S. Department of State China - Guangzhou,8,2024-10-25 05:00:00 GMT+8,47,42,42,42,1,PPB,Guangzhou,Active,1729803600000,628372508,Permanent,12614511.853827365,2646147.930802587
484800150584,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,-6,2024-10-24 15:00:00 GMT-6,,,ND,-999,1,,FES Aragon,Active,1729803600000,628372511,Permanent,-11030203.064742306,2208283.5814410695
240210037,Maryland Department of the Environment,-5,2024-10-24 16:00:00 GMT-5,41,33,33,33,1,PPB,Frederick Airport,Active,1729803600000,628372519,Permanent,-8613366.750832794,4782410.5069969995
483550026,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,36,32,32,32,1,PPB,Corpus Christi Tuloso C21,Active,1729803600000,628372520,Permanent,-10859861.979930438,3227972.9437657483
840211451027,Kentucky DEP,-5,2024-10-24 16:00:00 GMT-5,,37,37,37,1,,Paducah Transit,Active,1729803600000,628372525,Permanent,-9863799.6666002,4451275.299860338
124000060440,Ontario Ministry of the Environment,-5,2024-10-24 16:00:00 GMT-5,30,20,20,20,1,PPB,Toronto North,Active,1729803600000,628372526,Permanent,-8846267.385719646,5431532.023484376
764TPCD0012T,Thailand Pollution Control Department,7,2024-10-25 04:00:00 GMT+7,,,ND,-999,1,,Nonsi Witthaya School,Active,1729803600000,628372531,Permanent,11192877.91018171,1540744.9500904211
840490353015,Utah Department of Environmental Quality,-7,2024-10-24 14:00:00 GMT-7,43,36,36,36,1,PPB,Utah Tech. Center,Active,1729803600000,628372532,Permanent,-12461660.39685301,4979519.35035879
221210001,Louisiana Department of Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,70,77,77,77,1,PPB,Port Allen,Active,1729803600000,628372539,Permanent,-10153573.206694355,3568228.9317251956
300298001,National Park Service,-7,2024-10-24 14:00:00 GMT-7,,,ND,-999,1,,Glacier NP,Active,1729803600000,628372540,Permanent,-12689932.144673696,6192174.374440759
CC0090218,Alberta Environmental Monitoring and Reporting Agency (AEMERA),-7,2024-10-24 14:00:00 GMT-7,,,ND,-999,1,,Calgary East,Active,1729803600000,628372544,Permanent,-12693238.333550258,6622956.642370873
320030044,Clark County Department of Environment and Sustainability ,-8,2024-10-24 13:00:00 GMT-8,48,43,43,43,1,PPB,Mountains Edge,Active,1729803600000,628372550,Permanent,-12831024.701196576,4301653.409557354
800140010,Sistema de Monitoreo Atmosferico de Jalisco,-6,2024-10-24 15:00:00 GMT-6,,,ND,-999,1,,Vallarta,Active,1729803600000,628372552,Permanent,-11510249.778433334,2353762.652826146
CC0094401,Alberta Environmental Monitoring and Reporting Agency (AEMERA),-7,2024-10-24 14:00:00 GMT-7,,30,30,30,1,,St. Lina,Active,1729803600000,628372562,Permanent,-12412417.106905697,7211260.755447979
400690324,Oklahoma Department of Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,67,80,80,80,1,PPB,Tishomingo,Active,1729803600000,628372563,Permanent,-10761598.039017398,4055537.442571737
060050002,California Air Resources Board,-8,2024-10-24 13:00:00 GMT-8,46,41,41,41,1,PPB,Jackson - Clinton,Active,1729803600000,628372565,Permanent,-13443434.40826197,4627938.247716559
230090103,Maine Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,29,28,28,28,1,PPB,Acadia NP - McFarland,Active,1729803600000,628372566,Permanent,-7598768.85172955,5523977.845683977
540939991,EPA Office of Atmospheric Protection,-5,2024-10-24 16:00:00 GMT-5,39,31,31,31,1,PPB,Parsons,Active,1729803600000,628372569,Permanent,-8867899.879726522,4734643.224064719
391550013,Ohio EPA-DAPC,-5,2024-10-24 16:00:00 GMT-5,30,24,24,24,1,PPB,Kinsman Maintenance,Active,1729803600000,628372579,Permanent,-8971060.765039556,5079635.503722053
040191020,Pima County Department of Environmental Quality,-7,2024-10-24 14:00:00 GMT-7,49,44,44,44,1,PPB,Fairgrounds,Active,1729803600000,628372581,Permanent,-12331294.141185006,3769547.356547104
040134003,Maricopa County Air Quality Department,-7,2024-10-24 14:00:00 GMT-7,61,47,47,47,1,PPB,South Phoenix,Active,1729803600000,628372585,Permanent,-12475920.423623627,3948958.4609208326
390810017,Ohio EPA-DAPC,-5,2024-10-24 16:00:00 GMT-5,35,31,31,31,1,PPB,Steubenville,Active,1729803600000,628372595,Permanent,-8974097.672067886,4919337.857737189
CC0040302,Canada-New Brunswick1,-4,2024-10-24 17:00:00 GMT-4,17,19,19,19,1,PPB,MONCTON,Active,1729803600000,628372599,Permanent,-7212349.622160018,5796611.791758506
060430003,National Park Service,-8,2024-10-24 13:00:00 GMT-8,41,36,36,36,1,PPB,Yosemite NP Turtleback Dome,Active,1729803600000,628372600,Permanent,-13325622.096848685,4539003.372072389
260810022,"Michigan Department of Environment, Great Lakes, and Energy",-5,2024-10-24 16:00:00 GMT-5,34,29,29,29,1,PPB,EVANS,Active,1729803600000,628372601,Permanent,-9508543.771880792,5338906.3325397335
290470006,Missouri Department of Natural Resources,-6,2024-10-24 15:00:00 GMT-6,55,44,44,44,1,PPB,Rocky Creek,Active,1729803600000,628372602,Permanent,-10528664.230922291,4769322.645153792
840060652007,South Coast AQMD,-8,2024-10-24 13:00:00 GMT-8,71,49,49,49,1,PPB,Indio Amistad High School,Active,1729803600000,628372605,Permanent,-12936086.255495414,3991985.2693229825
CC0010602,Newfoundland & Labrador DEC,-3.5,2024-10-24 17:30:00 GMT-3.5,,,ND,-999,1,,MacPherson Avenue - Corner Brook,Active,1729803600000,628372612,Permanent,-6447855.338092348,6266761.403297341
060731008,San Diego APCD,-8,2024-10-24 13:00:00 GMT-8,50,40,40,40,1,PPB,Camp Pendleton,Active,1729803600000,628372619,Permanent,-13068480.30700771,3924146.092101026
420692006,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,28,17,17,17,1,PPB,Scranton,Active,1729803600000,628372621,Permanent,-8418324.984208805,5077875.59608655
000100304,British Columbia Ministry of Environment,-8,2024-10-24 13:00:00 GMT-8,28,23,23,23,1,PPB,Victoria Topaz,Active,1729803600000,628372622,Permanent,-13732724.710446589,6180695.704150903
460330132,South Dakota Department of Agriculture and Natural Resources,-7,2024-10-24 14:00:00 GMT-7,49,45,45,45,1,PPB,WIND CAVE,Active,1729803600000,628372631,Permanent,-11519748.113985272,5397235.067523274
482011017,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,60,48,48,48,1,PPB,Baytown Garth C1017,Active,1729803600000,628372632,Permanent,-10573546.691137265,3480859.305009719
000054901,Canada-Quebec1,-5,2024-10-24 16:00:00 GMT-5,,,ND,-999,1,,La Patrie - Ditton,Active,1729803600000,628372637,Permanent,-7931669.566307853,5680482.633377729
061070006,National Park Service,-8,2024-10-24 13:00:00 GMT-8,,,ND,-999,1,,Sequoia and Kings Canyon NP - Lower Kaweah,Active,1729803600000,628372638,Permanent,-13222217.310531324,4378950.525747026
230052003,Maine Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,29,28,28,28,1,PPB,Cape Elizabeth,Active,1729803600000,628372641,Permanent,-7815443.223679901,5397761.970090986
840484531619,Capital Area Council of Governments,-6,2024-10-24 15:00:00 GMT-6,,,ND,-999,1,,East Austin C1619,Active,1729803600000,628372646,Permanent,-10878282.795308437,3535834.552491895
800140001,Sistema de Monitoreo Atmosferico de Jalisco,-6,2024-10-24 15:00:00 GMT-6,,,ND,-999,1,,Atemajac,Active,1729803600000,628372647,Permanent,-11505456.91775723,2358456.5499608945
420710012,Pennsylvania Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,35,31,31,31,1,PPB,Lancaster DW,Active,1729803600000,628372656,Permanent,-8472804.743003035,4872323.760091609
300270006,Montana DEQ,-7,2024-10-24 14:00:00 GMT-7,45,40,40,40,1,PPB,Lewistown,Active,1729803600000,628372658,Permanent,-12184509.930417359,5950000.147870159
000061201,Ontario Ministry of the Environment,-5,2024-10-24 16:00:00 GMT-5,26,24,24,24,1,PPB,Cornwall,Active,1729803600000,628372659,Permanent,-8319499.881742679,5624351.883563354
420030008,Allegheny County,-5,2024-10-24 16:00:00 GMT-5,38,31,31,31,1,PPB,Lawrenceville,Active,1729803600000,628372663,Permanent,-8901228.935270026,4933834.48458676
401210415,Oklahoma Department of Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,52,44,44,44,1,PPB,McAlester,Active,1729803600000,628372664,Permanent,-10663753.549945671,4151125.376212814
124CC0090608,Alberta Environmental Monitoring and Reporting Agency (AEMERA),-7,2024-10-24 14:00:00 GMT-7,,31,31,31,1,,Redwater,Active,1729803600000,628372665,Permanent,-12590886.406976817,7161039.502423357
490210005,Utah Department of Environmental Quality,-7,2024-10-24 14:00:00 GMT-7,44,35,35,35,1,PPB,Enoch,Active,1729803600000,628372672,Permanent,-12585283.363046719,4543809.439880078
100031007,Delaware Dept. of Natural Resources and Environment,-5,2024-10-24 16:00:00 GMT-5,40,29,29,29,1,PPB,LUMS 2,Active,1729803600000,628372675,Permanent,-8430447.676756194,4800951.058282932
295100085,Missouri Department of Natural Resources,-6,2024-10-24 15:00:00 GMT-6,38,29,29,29,1,PPB,Blair Street,Active,1729803600000,628372678,Permanent,-10040856.433652645,4672579.6335949395
320030540,Clark County Department of Environment and Sustainability ,-8,2024-10-24 13:00:00 GMT-8,42,37,37,37,1,PPB,Jerome Mack,Active,1729803600000,628372693,Permanent,-12810506.960570505,4320160.754707591
420859991,EPA Office of Atmospheric Protection,-5,2024-10-24 16:00:00 GMT-5,38,34,34,34,1,PPB,M.K. Goddard,Active,1729803600000,628372696,Permanent,-8921711.72157599,5075544.39900185
270530962,Minnesota Pollution Control Agency,-6,2024-10-24 15:00:00 GMT-6,32,30,30,30,1,PPB,Minneapolis - Near Road,Active,1729803600000,628372698,Permanent,-10381110.245875806,5616060.334590793
260810020,"Michigan Department of Environment, Great Lakes, and Energy",-5,2024-10-24 16:00:00 GMT-5,36,34,34,34,1,PPB,GRAND RAPIDS,Active,1729803600000,628372700,Permanent,-9536862.893741148,5309643.168642092
481130087,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,48,42,42,42,1,PPB,Dallas Redbird Airport C402,Active,1729803600000,628372703,Permanent,-10783708.31627876,3852469.501635256
483611001,Texas Commission on Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,45,42,42,42,1,PPB,West Orange C9/C141,Active,1729803600000,628372704,Permanent,-10437504.69991168,3514403.296405148
230173002,Maine Dept. of Environmental Protection,-5,2024-10-24 16:00:00 GMT-5,32,31,31,31,1,PPB,Bethel Smith Farm Road,Active,1729803600000,628372712,Permanent,-7887508.790351689,5524094.032507772
380570004,North Dakota Department of Environmental Quality,-6,2024-10-24 15:00:00 GMT-6,42,32,32,32,1,PPB,Beulah North,Active,1729803600000,628372715,Permanent,-11328639.487609994,5990950.118559318
040213007,Pinal County Air Quality Control District,-7,2024-10-24 14:00:00 GMT-7,53,42,42,42,1,PPB,Pinal Air Park,Active,1729803600000,628372717,Permanent,-12390756.560387142,3830220.463104968
000100132,Metro Vancouver,-8,2024-10-24 13:00:00 GMT-8,27,25,25,25,1,PPB,Mahon Park,Active,1729803600000,628372720,Permanent,-13701604.901517367,6329998.687846178
061090005,California Air Resources Board,-8,2024-10-24 13:00:00 GMT-8,,39,39,39,1,,Sonora - Barretta Street,Active,1729803600000,628372721,Permanent,-13400478.999752114,4576852.257582174
170436001,Illinois EPA,-6,2024-10-24 15:00:00 GMT-6,38,29,29,29,1,PPB,LISLE,Active,1729803600000,628372722,Permanent,-9804219.248737825,5133023.715749868
